Konto;Kontobezeichnung;Datum;Betrag
8410,0;Erlöse aus Dienstleistungen;2025-03-31;968,94
8410,0;Erlöse aus Dienstleistungen;2025-03-31;711,49
8410,0;Erlöse aus Dienstleistungen;2025-03-31;356,67
8400,0;Erlöse aus Verkäufen;2025-03-31;292,63
8400,0;Erlöse aus Verkäufen;2025-03-31;236,37
8400,0;Erlöse aus Verkäufen;2025-03-31;175,81
8400,0;Erlöse aus Verkäufen;2025-03-31;225,88
8400,0;Erlöse aus Verkäufen;2025-03-31;666,28
8400,0;Erlöse aus Verkäufen;2025-03-31;422,34
8400,0;Erlöse aus Verkäufen;2025-03-31;304,27
8400,0;Erlöse aus Verkäufen;2025-03-31;874,56
8410,0;Erlöse aus Dienstleistungen;2025-03-31;385,95
8400,0;Erlöse aus Verkäufen;2025-03-31;996,37
8410,0;Erlöse aus Dienstleistungen;2025-03-31;400,85
8410,0;Erlöse aus Dienstleistungen;2025-03-31;203,56
8410,0;Erlöse aus Dienstleistungen;2025-03-31;204,89
8400,0;Erlöse aus Verkäufen;2025-03-31;515,36
8400,0;Erlöse aus Verkäufen;2025-03-31;368,05
8410,0;Erlöse aus Dienstleistungen;2025-03-31;328,09
8410,0;Erlöse aus Dienstleistungen;2025-03-31;812,16
8400,0;Erlöse aus Verkäufen;2025-03-31;981,73
8410,0;Erlöse aus Dienstleistungen;2025-03-31;189,41
8400,0;Erlöse aus Verkäufen;2025-03-31;999,42
8400,0;Erlöse aus Verkäufen;2025-03-31;747,67
8410,0;Erlöse aus Dienstleistungen;2025-03-31;496,47
8400,0;Erlöse aus Verkäufen;2025-03-31;942,5
8410,0;Erlöse aus Dienstleistungen;2025-03-31;498,93
8410,0;Erlöse aus Dienstleistungen;2025-03-31;400,19
8400,0;Erlöse aus Verkäufen;2025-03-31;241,64
8400,0;Erlöse aus Verkäufen;2025-03-31;169,16
8400,0;Erlöse aus Verkäufen;2025-03-31;352,49
8410,0;Erlöse aus Dienstleistungen;2025-03-31;226,28
8400,0;Erlöse aus Verkäufen;2025-03-31;533,63
8400,0;Erlöse aus Verkäufen;2025-03-31;828,42
8410,0;Erlöse aus Dienstleistungen;2025-03-31;563,47
8410,0;Erlöse aus Dienstleistungen;2025-03-31;684,44
8400,0;Erlöse aus Verkäufen;2025-03-31;422,91
8400,0;Erlöse aus Verkäufen;2025-03-31;154,85
8400,0;Erlöse aus Verkäufen;2025-03-31;444,89
8400,0;Erlöse aus Verkäufen;2025-03-31;885,01
8400,0;Erlöse aus Verkäufen;2025-03-31;228,92
8400,0;Erlöse aus Verkäufen;2025-03-31;895,78
8410,0;Erlöse aus Dienstleistungen;2025-03-31;167,53
8400,0;Erlöse aus Verkäufen;2025-03-31;316,07
8410,0;Erlöse aus Dienstleistungen;2025-03-31;650,09
8410,0;Erlöse aus Dienstleistungen;2025-03-31;942,65
8400,0;Erlöse aus Verkäufen;2025-03-31;575,45
8410,0;Erlöse aus Dienstleistungen;2025-03-31;912,09
8410,0;Erlöse aus Dienstleistungen;2025-03-31;345,93
8410,0;Erlöse aus Dienstleistungen;2025-03-31;980,51
8400,0;Erlöse aus Verkäufen;2025-03-31;330,28
3100,0;Fremdleistungen;2025-03-31;-241,83
3100,0;Fremdleistungen;2025-03-31;-342,18
3100,0;Fremdleistungen;2025-03-31;-241,98
3100,0;Fremdleistungen;2025-03-31;-270,32
3400,0;Wareneingang (Aufwand);2025-03-31;-279,74
3100,0;Fremdleistungen;2025-03-31;-308,75
3400,0;Wareneingang (Aufwand);2025-03-31;-52,17
3100,0;Fremdleistungen;2025-03-31;-355,11
3100,0;Fremdleistungen;2025-03-31;-214,09
3100,0;Fremdleistungen;2025-03-31;-65,74
3400,0;Wareneingang (Aufwand);2025-03-31;-141,56
3100,0;Fremdleistungen;2025-03-31;-178,55
3100,0;Fremdleistungen;2025-03-31;-160,04
3400,0;Wareneingang (Aufwand);2025-03-31;-99,73
3100,0;Fremdleistungen;2025-03-31;-334,39
3400,0;Wareneingang (Aufwand);2025-03-31;-211,82
3100,0;Fremdleistungen;2025-03-31;-376,6
3100,0;Fremdleistungen;2025-03-31;-265,69
3400,0;Wareneingang (Aufwand);2025-03-31;-114,36
3100,0;Fremdleistungen;2025-03-31;-90,83
3100,0;Fremdleistungen;2025-03-31;-150,95
3100,0;Fremdleistungen;2025-03-31;-266,53
3100,0;Fremdleistungen;2025-03-31;-52,36
3100,0;Fremdleistungen;2025-03-31;-365,22
3100,0;Fremdleistungen;2025-03-31;-121,19
3400,0;Wareneingang (Aufwand);2025-03-31;-135,93
3100,0;Fremdleistungen;2025-03-31;-206,66
3400,0;Wareneingang (Aufwand);2025-03-31;-286,83
3100,0;Fremdleistungen;2025-03-31;-257,54
3400,0;Wareneingang (Aufwand);2025-03-31;-207,43
3400,0;Wareneingang (Aufwand);2025-03-31;-273,71
3100,0;Fremdleistungen;2025-03-31;-65,05
3400,0;Wareneingang (Aufwand);2025-03-31;-397,65
3100,0;Fremdleistungen;2025-03-31;-200,49
3100,0;Fremdleistungen;2025-03-31;-319,95
3100,0;Fremdleistungen;2025-03-31;-332,19
3100,0;Fremdleistungen;2025-03-31;-244,67
3400,0;Wareneingang (Aufwand);2025-03-31;-237,94
3100,0;Fremdleistungen;2025-03-31;-162,7
3100,0;Fremdleistungen;2025-03-31;-288,32
3100,0;Fremdleistungen;2025-03-31;-258,94
3400,0;Wareneingang (Aufwand);2025-03-31;-390,75
3100,0;Fremdleistungen;2025-03-31;-179,4
3100,0;Fremdleistungen;2025-03-31;-305,82
3400,0;Wareneingang (Aufwand);2025-03-31;-135,92
3400,0;Wareneingang (Aufwand);2025-03-31;-79,38
3400,0;Wareneingang (Aufwand);2025-03-31;-354,52
3400,0;Wareneingang (Aufwand);2025-03-31;-395,76
3100,0;Fremdleistungen;2025-03-31;-367,98
3400,0;Wareneingang (Aufwand);2025-03-31;-224,64
3100,0;Fremdleistungen;2025-03-31;-269,21
3100,0;Fremdleistungen;2025-03-31;-222,25
3100,0;Fremdleistungen;2025-03-31;-376,55
3100,0;Fremdleistungen;2025-03-31;-366,6
3400,0;Wareneingang (Aufwand);2025-03-31;-258,92
3100,0;Fremdleistungen;2025-03-31;-347,04
3100,0;Fremdleistungen;2025-03-31;-270,29
3100,0;Fremdleistungen;2025-03-31;-99,56
3400,0;Wareneingang (Aufwand);2025-03-31;-391,43
3400,0;Wareneingang (Aufwand);2025-03-31;-316,31
3100,0;Fremdleistungen;2025-03-31;-241,56
3400,0;Wareneingang (Aufwand);2025-03-31;-57,25
3100,0;Fremdleistungen;2025-03-31;-368,76
3400,0;Wareneingang (Aufwand);2025-03-31;-127,85
3100,0;Fremdleistungen;2025-03-31;-329,31
3100,0;Fremdleistungen;2025-03-31;-311,64
3100,0;Fremdleistungen;2025-03-31;-105,08
3100,0;Fremdleistungen;2025-03-31;-144,58
3400,0;Wareneingang (Aufwand);2025-03-31;-291,95
3100,0;Fremdleistungen;2025-03-31;-245,47
3100,0;Fremdleistungen;2025-03-31;-382,31
3400,0;Wareneingang (Aufwand);2025-03-31;-196,63
3400,0;Wareneingang (Aufwand);2025-03-31;-384,15
3100,0;Fremdleistungen;2025-03-31;-210,22
3400,0;Wareneingang (Aufwand);2025-03-31;-244,79
3100,0;Fremdleistungen;2025-03-31;-60,15
3400,0;Wareneingang (Aufwand);2025-03-31;-217,03
3100,0;Fremdleistungen;2025-03-31;-399,34
3400,0;Wareneingang (Aufwand);2025-03-31;-293,1
3400,0;Wareneingang (Aufwand);2025-03-31;-376,47
3100,0;Fremdleistungen;2025-03-31;-275,44
3100,0;Fremdleistungen;2025-03-31;-206,61
3400,0;Wareneingang (Aufwand);2025-03-31;-157,58
3100,0;Fremdleistungen;2025-03-31;-216,99
3100,0;Fremdleistungen;2025-03-31;-183,03
3400,0;Wareneingang (Aufwand);2025-03-31;-72,26
3100,0;Fremdleistungen;2025-03-31;-211,02
3100,0;Fremdleistungen;2025-03-31;-98,21
3100,0;Fremdleistungen;2025-03-31;-391,06
3400,0;Wareneingang (Aufwand);2025-03-31;-51,63
3400,0;Wareneingang (Aufwand);2025-03-31;-273,58
3100,0;Fremdleistungen;2025-03-31;-69,81
3100,0;Fremdleistungen;2025-03-31;-203,07
3100,0;Fremdleistungen;2025-03-31;-365,27
3400,0;Wareneingang (Aufwand);2025-03-31;-286,64
3100,0;Fremdleistungen;2025-03-31;-161,29
3100,0;Fremdleistungen;2025-03-31;-380,33
3400,0;Wareneingang (Aufwand);2025-03-31;-102,95
3400,0;Wareneingang (Aufwand);2025-03-31;-210,84
3400,0;Wareneingang (Aufwand);2025-03-31;-326,52
;--- ZWISCHENSUMME: Rohertrag 3/2025 ---;2025-03-31;82363,28
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-321,88
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-107,37
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-273,24
4120,0;Gehälter;2025-03-31;-1925,85
4120,0;Gehälter;2025-03-31;-1719,71
4120,0;Gehälter;2025-03-31;-1988,82
4190,0;Aushilfslöhne;2025-03-31;-326,75
4190,0;Aushilfslöhne;2025-03-31;-205,64
4120,0;Gehälter;2025-03-31;-1359,21
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-252,77
4120,0;Gehälter;2025-03-31;-798,56
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-215,19
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-118,91
4120,0;Gehälter;2025-03-31;-563,36
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-169,86
4120,0;Gehälter;2025-03-31;-1736,74
4190,0;Aushilfslöhne;2025-03-31;-337,86
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-337,1
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-268,4
4190,0;Aushilfslöhne;2025-03-31;-190,55
4120,0;Gehälter;2025-03-31;-1303,87
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-145,06
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-211,42
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-127,87
4190,0;Aushilfslöhne;2025-03-31;-278,66
4190,0;Aushilfslöhne;2025-03-31;-298,92
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-259,87
4190,0;Aushilfslöhne;2025-03-31;-144,91
4120,0;Gehälter;2025-03-31;-1177,69
4120,0;Gehälter;2025-03-31;-1240,58
4190,0;Aushilfslöhne;2025-03-31;-366,95
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-266,49
4190,0;Aushilfslöhne;2025-03-31;-328,14
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-398,41
4190,0;Aushilfslöhne;2025-03-31;-181,65
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-363,75
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-119,64
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-300,16
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-239,55
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-165,29
4190,0;Aushilfslöhne;2025-03-31;-135,88
4120,0;Gehälter;2025-03-31;-1871,61
4120,0;Gehälter;2025-03-31;-1805,09
4120,0;Gehälter;2025-03-31;-1446,92
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-305,8
4120,0;Gehälter;2025-03-31;-698,01
4120,0;Gehälter;2025-03-31;-664,1
4190,0;Aushilfslöhne;2025-03-31;-233,96
4130,0;Gesetzliche soziale Aufwendungen;2025-03-31;-308,51
4190,0;Aushilfslöhne;2025-03-31;-318,79
4260,0;Instandhaltung;2025-03-31;-144,62
4260,0;Instandhaltung;2025-03-31;-388,97
4930,0;Büromaterial;2025-03-31;-227,9
4530,0;Kfz-Kosten;2025-03-31;-355,99
4260,0;Instandhaltung;2025-03-31;-137,5
4360,0;Versicherungen;2025-03-31;-344,22
4210,0;Miete;2025-03-31;-223,28
4210,0;Miete;2025-03-31;-306,93
4530,0;Kfz-Kosten;2025-03-31;-59,71
4600,0;Werbekosten;2025-03-31;-140,26
4530,0;Kfz-Kosten;2025-03-31;-152,66
4920,0;Telefon und Internet;2025-03-31;-234,69
4260,0;Instandhaltung;2025-03-31;-163,97
4600,0;Werbekosten;2025-03-31;-149,38
4210,0;Miete;2025-03-31;-484,54
4210,0;Miete;2025-03-31;-40,57
4210,0;Miete;2025-03-31;-210,09
4930,0;Büromaterial;2025-03-31;-466,93
4210,0;Miete;2025-03-31;-178,19
4930,0;Büromaterial;2025-03-31;-314,18
4530,0;Kfz-Kosten;2025-03-31;-426,14
4260,0;Instandhaltung;2025-03-31;-399,97
4210,0;Miete;2025-03-31;-164,54
4920,0;Telefon und Internet;2025-03-31;-207,85
4210,0;Miete;2025-03-31;-285,87
4260,0;Instandhaltung;2025-03-31;-131,63
4600,0;Werbekosten;2025-03-31;-267,3
4930,0;Büromaterial;2025-03-31;-48,14
4260,0;Instandhaltung;2025-03-31;-116,88
4920,0;Telefon und Internet;2025-03-31;-455,69
4930,0;Büromaterial;2025-03-31;-481,43
4260,0;Instandhaltung;2025-03-31;-474,14
4930,0;Büromaterial;2025-03-31;-477,91
4210,0;Miete;2025-03-31;-282,65
4260,0;Instandhaltung;2025-03-31;-172,69
4210,0;Miete;2025-03-31;-131,95
4260,0;Instandhaltung;2025-03-31;-406,22
4360,0;Versicherungen;2025-03-31;-384,74
4260,0;Instandhaltung;2025-03-31;-302,73
4930,0;Büromaterial;2025-03-31;-218,91
4260,0;Instandhaltung;2025-03-31;-60,79
4260,0;Instandhaltung;2025-03-31;-39,06
4600,0;Werbekosten;2025-03-31;-204,85
4920,0;Telefon und Internet;2025-03-31;-382,8
4600,0;Werbekosten;2025-03-31;-415,84
4920,0;Telefon und Internet;2025-03-31;-145,29
4600,0;Werbekosten;2025-03-31;-390,04
4210,0;Miete;2025-03-31;-407,59
4210,0;Miete;2025-03-31;-176,23
4360,0;Versicherungen;2025-03-31;-277,09
4930,0;Büromaterial;2025-03-31;-85,74
4530,0;Kfz-Kosten;2025-03-31;-228,77
4930,0;Büromaterial;2025-03-31;-308,71
4600,0;Werbekosten;2025-03-31;-413,44
4530,0;Kfz-Kosten;2025-03-31;-361,38
4530,0;Kfz-Kosten;2025-03-31;-446,46
4530,0;Kfz-Kosten;2025-03-31;-102,89
4930,0;Büromaterial;2025-03-31;-156,0
4260,0;Instandhaltung;2025-03-31;-19,78
4260,0;Instandhaltung;2025-03-31;-94,16
;--- ZWISCHENSUMME: EBITDA 3/2025 ---;2025-03-31;38159,04
4822,0;Abschreibungen auf Sachanlagen;2025-03-31;-1500,0
;--- ZWISCHENSUMME: EBIT 3/2025 ---;2025-03-31;36659,04
2110,0;Zinserträge;2025-03-31;100,0
2120,0;Zinsaufwendungen;2025-03-31;-400,0
;--- ZWISCHENSUMME: EBT 3/2025 ---;2025-03-31;36359,04
2200,0;Steuern;2025-03-31;-10907,71
;--- ERGEBNIS: Monatsüberschuss 3/2025 ---;2025-03-31;25451,33
8410,0;Erlöse aus Dienstleistungen;2025-04-30;510,46
8410,0;Erlöse aus Dienstleistungen;2025-04-30;770,99
8400,0;Erlöse aus Verkäufen;2025-04-30;338,76
8400,0;Erlöse aus Verkäufen;2025-04-30;257,87
8400,0;Erlöse aus Verkäufen;2025-04-30;949,39
8410,0;Erlöse aus Dienstleistungen;2025-04-30;194,33
8400,0;Erlöse aus Verkäufen;2025-04-30;568,15
8400,0;Erlöse aus Verkäufen;2025-04-30;312,44
8410,0;Erlöse aus Dienstleistungen;2025-04-30;574,64
8400,0;Erlöse aus Verkäufen;2025-04-30;877,97
8400,0;Erlöse aus Verkäufen;2025-04-30;269,13
8400,0;Erlöse aus Verkäufen;2025-04-30;300,13
8400,0;Erlöse aus Verkäufen;2025-04-30;167,45
8410,0;Erlöse aus Dienstleistungen;2025-04-30;704,85
8410,0;Erlöse aus Dienstleistungen;2025-04-30;312,9
8410,0;Erlöse aus Dienstleistungen;2025-04-30;733,8
8400,0;Erlöse aus Verkäufen;2025-04-30;725,87
8400,0;Erlöse aus Verkäufen;2025-04-30;823,83
8410,0;Erlöse aus Dienstleistungen;2025-04-30;556,91
8410,0;Erlöse aus Dienstleistungen;2025-04-30;413,87
8410,0;Erlöse aus Dienstleistungen;2025-04-30;476,37
8410,0;Erlöse aus Dienstleistungen;2025-04-30;404,11
8410,0;Erlöse aus Dienstleistungen;2025-04-30;208,58
8410,0;Erlöse aus Dienstleistungen;2025-04-30;219,56
8410,0;Erlöse aus Dienstleistungen;2025-04-30;882,72
8400,0;Erlöse aus Verkäufen;2025-04-30;973,17
8410,0;Erlöse aus Dienstleistungen;2025-04-30;406,99
8400,0;Erlöse aus Verkäufen;2025-04-30;675,92
8400,0;Erlöse aus Verkäufen;2025-04-30;284,66
8400,0;Erlöse aus Verkäufen;2025-04-30;304,69
8410,0;Erlöse aus Dienstleistungen;2025-04-30;908,4
8410,0;Erlöse aus Dienstleistungen;2025-04-30;120,04
8410,0;Erlöse aus Dienstleistungen;2025-04-30;275,64
8400,0;Erlöse aus Verkäufen;2025-04-30;473,03
8400,0;Erlöse aus Verkäufen;2025-04-30;688,21
8410,0;Erlöse aus Dienstleistungen;2025-04-30;413,31
8410,0;Erlöse aus Dienstleistungen;2025-04-30;992,35
8410,0;Erlöse aus Dienstleistungen;2025-04-30;540,32
8410,0;Erlöse aus Dienstleistungen;2025-04-30;135,39
8410,0;Erlöse aus Dienstleistungen;2025-04-30;477,43
8400,0;Erlöse aus Verkäufen;2025-04-30;140,3
8410,0;Erlöse aus Dienstleistungen;2025-04-30;790,02
8410,0;Erlöse aus Dienstleistungen;2025-04-30;557,68
8400,0;Erlöse aus Verkäufen;2025-04-30;163,58
8410,0;Erlöse aus Dienstleistungen;2025-04-30;708,7
8410,0;Erlöse aus Dienstleistungen;2025-04-30;431,82
8400,0;Erlöse aus Verkäufen;2025-04-30;959,27
8410,0;Erlöse aus Dienstleistungen;2025-04-30;175,51
8410,0;Erlöse aus Dienstleistungen;2025-04-30;297,1
8410,0;Erlöse aus Dienstleistungen;2025-04-30;568,28
8410,0;Erlöse aus Dienstleistungen;2025-04-30;884,23
8410,0;Erlöse aus Dienstleistungen;2025-04-30;121,09
8410,0;Erlöse aus Dienstleistungen;2025-04-30;884,94
8400,0;Erlöse aus Verkäufen;2025-04-30;634,62
8400,0;Erlöse aus Verkäufen;2025-04-30;801,64
8400,0;Erlöse aus Verkäufen;2025-04-30;516,77
8410,0;Erlöse aus Dienstleistungen;2025-04-30;234,31
8410,0;Erlöse aus Dienstleistungen;2025-04-30;299,03
8400,0;Erlöse aus Verkäufen;2025-04-30;920,96
8410,0;Erlöse aus Dienstleistungen;2025-04-30;409,72
8400,0;Erlöse aus Verkäufen;2025-04-30;393,2
8410,0;Erlöse aus Dienstleistungen;2025-04-30;848,27
8400,0;Erlöse aus Verkäufen;2025-04-30;770,31
8410,0;Erlöse aus Dienstleistungen;2025-04-30;765,55
8410,0;Erlöse aus Dienstleistungen;2025-04-30;755,3
8410,0;Erlöse aus Dienstleistungen;2025-04-30;319,99
8410,0;Erlöse aus Dienstleistungen;2025-04-30;237,78
8400,0;Erlöse aus Verkäufen;2025-04-30;425,38
8410,0;Erlöse aus Dienstleistungen;2025-04-30;736,67
8410,0;Erlöse aus Dienstleistungen;2025-04-30;151,43
8400,0;Erlöse aus Verkäufen;2025-04-30;211,82
8400,0;Erlöse aus Verkäufen;2025-04-30;719,38
8400,0;Erlöse aus Verkäufen;2025-04-30;454,6
8400,0;Erlöse aus Verkäufen;2025-04-30;785,63
8400,0;Erlöse aus Verkäufen;2025-04-30;150,7
8410,0;Erlöse aus Dienstleistungen;2025-04-30;286,4
8400,0;Erlöse aus Verkäufen;2025-04-30;738,39
8400,0;Erlöse aus Verkäufen;2025-04-30;162,16
8400,0;Erlöse aus Verkäufen;2025-04-30;978,54
8410,0;Erlöse aus Dienstleistungen;2025-04-30;371,72
8400,0;Erlöse aus Verkäufen;2025-04-30;871,6
8410,0;Erlöse aus Dienstleistungen;2025-04-30;189,25
8400,0;Erlöse aus Verkäufen;2025-04-30;172,75
8400,0;Erlöse aus Verkäufen;2025-04-30;445,45
8410,0;Erlöse aus Dienstleistungen;2025-04-30;880,05
8400,0;Erlöse aus Verkäufen;2025-04-30;673,47
8410,0;Erlöse aus Dienstleistungen;2025-04-30;180,41
8410,0;Erlöse aus Dienstleistungen;2025-04-30;389,89
8400,0;Erlöse aus Verkäufen;2025-04-30;629,3
8400,0;Erlöse aus Verkäufen;2025-04-30;937,78
8400,0;Erlöse aus Verkäufen;2025-04-30;206,11
8410,0;Erlöse aus Dienstleistungen;2025-04-30;272,66
8410,0;Erlöse aus Dienstleistungen;2025-04-30;912,73
8400,0;Erlöse aus Verkäufen;2025-04-30;471,62
8410,0;Erlöse aus Dienstleistungen;2025-04-30;176,95
8400,0;Erlöse aus Verkäufen;2025-04-30;863,66
8410,0;Erlöse aus Dienstleistungen;2025-04-30;911,59
8400,0;Erlöse aus Verkäufen;2025-04-30;884,16
8410,0;Erlöse aus Dienstleistungen;2025-04-30;357,34
8410,0;Erlöse aus Dienstleistungen;2025-04-30;153,17
8410,0;Erlöse aus Dienstleistungen;2025-04-30;734,33
8400,0;Erlöse aus Verkäufen;2025-04-30;808,1
8410,0;Erlöse aus Dienstleistungen;2025-04-30;537,5
8400,0;Erlöse aus Verkäufen;2025-04-30;792,81
8410,0;Erlöse aus Dienstleistungen;2025-04-30;930,76
8410,0;Erlöse aus Dienstleistungen;2025-04-30;229,08
8410,0;Erlöse aus Dienstleistungen;2025-04-30;567,61
8410,0;Erlöse aus Dienstleistungen;2025-04-30;341,49
8410,0;Erlöse aus Dienstleistungen;2025-04-30;160,92
8410,0;Erlöse aus Dienstleistungen;2025-04-30;541,15
8400,0;Erlöse aus Verkäufen;2025-04-30;202,1
8410,0;Erlöse aus Dienstleistungen;2025-04-30;972,76
8410,0;Erlöse aus Dienstleistungen;2025-04-30;419,19
8400,0;Erlöse aus Verkäufen;2025-04-30;361,85
8410,0;Erlöse aus Dienstleistungen;2025-04-30;477,13
8400,0;Erlöse aus Verkäufen;2025-04-30;290,1
8400,0;Erlöse aus Verkäufen;2025-04-30;216,88
8400,0;Erlöse aus Verkäufen;2025-04-30;922,7
8410,0;Erlöse aus Dienstleistungen;2025-04-30;106,6
8410,0;Erlöse aus Dienstleistungen;2025-04-30;796,5
8400,0;Erlöse aus Verkäufen;2025-04-30;310,77
8400,0;Erlöse aus Verkäufen;2025-04-30;491,65
8410,0;Erlöse aus Dienstleistungen;2025-04-30;411,77
8400,0;Erlöse aus Verkäufen;2025-04-30;461,94
8400,0;Erlöse aus Verkäufen;2025-04-30;160,22
8410,0;Erlöse aus Dienstleistungen;2025-04-30;500,83
8400,0;Erlöse aus Verkäufen;2025-04-30;464,31
8400,0;Erlöse aus Verkäufen;2025-04-30;310,71
8400,0;Erlöse aus Verkäufen;2025-04-30;426,84
8410,0;Erlöse aus Dienstleistungen;2025-04-30;806,12
8410,0;Erlöse aus Dienstleistungen;2025-04-30;714,98
8410,0;Erlöse aus Dienstleistungen;2025-04-30;744,34
8400,0;Erlöse aus Verkäufen;2025-04-30;615,92
8400,0;Erlöse aus Verkäufen;2025-04-30;141,71
8400,0;Erlöse aus Verkäufen;2025-04-30;258,03
8410,0;Erlöse aus Dienstleistungen;2025-04-30;533,25
8410,0;Erlöse aus Dienstleistungen;2025-04-30;729,26
8410,0;Erlöse aus Dienstleistungen;2025-04-30;102,88
8400,0;Erlöse aus Verkäufen;2025-04-30;626,65
8410,0;Erlöse aus Dienstleistungen;2025-04-30;985,26
8410,0;Erlöse aus Dienstleistungen;2025-04-30;774,88
8410,0;Erlöse aus Dienstleistungen;2025-04-30;673,17
8400,0;Erlöse aus Verkäufen;2025-04-30;615,15
8400,0;Erlöse aus Verkäufen;2025-04-30;587,85
8400,0;Erlöse aus Verkäufen;2025-04-30;774,45
8410,0;Erlöse aus Dienstleistungen;2025-04-30;833,24
8400,0;Erlöse aus Verkäufen;2025-04-30;728,73
8410,0;Erlöse aus Dienstleistungen;2025-04-30;825,51
8410,0;Erlöse aus Dienstleistungen;2025-04-30;247,16
8400,0;Erlöse aus Verkäufen;2025-04-30;627,23
8410,0;Erlöse aus Dienstleistungen;2025-04-30;674,53
8400,0;Erlöse aus Verkäufen;2025-04-30;371,23
8400,0;Erlöse aus Verkäufen;2025-04-30;903,65
8410,0;Erlöse aus Dienstleistungen;2025-04-30;287,0
8400,0;Erlöse aus Verkäufen;2025-04-30;113,12
8410,0;Erlöse aus Dienstleistungen;2025-04-30;853,07
8400,0;Erlöse aus Verkäufen;2025-04-30;935,67
8410,0;Erlöse aus Dienstleistungen;2025-04-30;341,96
8410,0;Erlöse aus Dienstleistungen;2025-04-30;281,46
8410,0;Erlöse aus Dienstleistungen;2025-04-30;340,76
8400,0;Erlöse aus Verkäufen;2025-04-30;950,16
8410,0;Erlöse aus Dienstleistungen;2025-04-30;235,52
8410,0;Erlöse aus Dienstleistungen;2025-04-30;451,28
8400,0;Erlöse aus Verkäufen;2025-04-30;311,88
8400,0;Erlöse aus Verkäufen;2025-04-30;586,32
8400,0;Erlöse aus Verkäufen;2025-04-30;603,21
8400,0;Erlöse aus Verkäufen;2025-04-30;981,14
8410,0;Erlöse aus Dienstleistungen;2025-04-30;488,02
8400,0;Erlöse aus Verkäufen;2025-04-30;287,18
8400,0;Erlöse aus Verkäufen;2025-04-30;154,33
8410,0;Erlöse aus Dienstleistungen;2025-04-30;346,81
8400,0;Erlöse aus Verkäufen;2025-04-30;578,25
8400,0;Erlöse aus Verkäufen;2025-04-30;688,65
8400,0;Erlöse aus Verkäufen;2025-04-30;815,58
8400,0;Erlöse aus Verkäufen;2025-04-30;117,79
8410,0;Erlöse aus Dienstleistungen;2025-04-30;582,18
8410,0;Erlöse aus Dienstleistungen;2025-04-30;549,95
8410,0;Erlöse aus Dienstleistungen;2025-04-30;545,63
8410,0;Erlöse aus Dienstleistungen;2025-04-30;874,55
8400,0;Erlöse aus Verkäufen;2025-04-30;617,27
8400,0;Erlöse aus Verkäufen;2025-04-30;830,22
8400,0;Erlöse aus Verkäufen;2025-04-30;740,53
8410,0;Erlöse aus Dienstleistungen;2025-04-30;223,25
8410,0;Erlöse aus Dienstleistungen;2025-04-30;965,35
8400,0;Erlöse aus Verkäufen;2025-04-30;507,65
8410,0;Erlöse aus Dienstleistungen;2025-04-30;505,05
8400,0;Erlöse aus Verkäufen;2025-04-30;316,9
8410,0;Erlöse aus Dienstleistungen;2025-04-30;250,01
8400,0;Erlöse aus Verkäufen;2025-04-30;540,2
8410,0;Erlöse aus Dienstleistungen;2025-04-30;784,84
8400,0;Erlöse aus Verkäufen;2025-04-30;739,4
8410,0;Erlöse aus Dienstleistungen;2025-04-30;721,55
8410,0;Erlöse aus Dienstleistungen;2025-04-30;631,56
8410,0;Erlöse aus Dienstleistungen;2025-04-30;636,59
8400,0;Erlöse aus Verkäufen;2025-04-30;492,46
8400,0;Erlöse aus Verkäufen;2025-04-30;635,16
8410,0;Erlöse aus Dienstleistungen;2025-04-30;254,0
8410,0;Erlöse aus Dienstleistungen;2025-04-30;915,59
8410,0;Erlöse aus Dienstleistungen;2025-04-30;379,62
8410,0;Erlöse aus Dienstleistungen;2025-04-30;370,34
3100,0;Fremdleistungen;2025-04-30;-250,52
3400,0;Wareneingang (Aufwand);2025-04-30;-318,73
3100,0;Fremdleistungen;2025-04-30;-351,32
3400,0;Wareneingang (Aufwand);2025-04-30;-115,12
3400,0;Wareneingang (Aufwand);2025-04-30;-332,23
3100,0;Fremdleistungen;2025-04-30;-194,86
