Buchungsnummer,Reisedatum,Passagier-ID,Abfahrtsbahnhof,Zug-ID,Zugpersonal,Waggontyp,Reiseklasse,Fahrtstrecke_km,Tarif_pro_km,Ticketpreis,Reservierungsgebühr,Gesamtbetrag
TR-000794,2024-10-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,5.83,1893.28,0.0,1893.28
TR-000795,2024-11-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,5.83,1893.28,0.0,1893.28
TR-000796,2024-12-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,5.83,1893.28,0.0,1893.28
TR-000797,2025-01-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,5.83,1893.28,0.0,1893.28
TR-000798,2025-02-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,6.05,1967.1,0.0,1967.1
TR-000799,2025-03-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,6.05,1967.1,0.0,1967.1
TR-000800,2025-04-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,6.05,1967.1,0.0,1967.1
TR-000801,2025-05-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,6.05,1967.1,0.0,1967.1
TR-000802,2025-06-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,6.05,1967.1,0.0,1967.1
TR-000803,2025-07-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,6.05,1967.1,0.0,1967.1
TR-000804,2025-08-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,6.05,1967.1,0.0,1967.1
TR-000805,2025-09-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,6.05,1967.1,0.0,1967.1
TR-000806,2025-10-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,6.05,1967.1,0.0,1967.1
TR-000807,2025-11-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,6.05,1967.1,0.0,1967.1
TR-000808,2025-12-01,Mieter-U-024-2,Hamburg,V-01,Hans Müller,Bordbistro,2. Klasse (Sparpreis),325,6.05,1967.1,0.0,1967.1
TR-000809,2023-01-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,6680.77,8907.69
TR-000810,2023-02-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000811,2023-03-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000812,2023-04-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000813,2023-05-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000814,2023-06-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000815,2023-07-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000816,2023-08-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000817,2023-09-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000818,2023-10-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000819,2023-11-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000820,2023-12-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000821,2024-01-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000822,2024-02-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000823,2024-03-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000824,2024-04-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000825,2024-05-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.92,2250.06,0.0,2250.06
TR-000826,2024-06-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.92,2250.06,0.0,2250.06
TR-000827,2024-07-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.92,2250.06,0.0,2250.06
TR-000828,2024-08-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.92,2250.06,0.0,2250.06
TR-000829,2024-09-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.92,2250.06,0.0,2250.06
TR-000830,2024-10-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.92,2250.06,0.0,2250.06
TR-000831,2024-11-01,Mieter-U-025-1,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.92,2250.06,-6680.77,-4430.71
TR-000832,2024-11-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,6680.77,8907.69
TR-000833,2024-12-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000834,2025-01-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000835,2025-02-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000836,2025-03-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000837,2025-04-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000838,2025-05-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000839,2025-06-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000840,2025-07-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000841,2025-08-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000842,2025-09-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000843,2025-10-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000844,2025-11-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,45.45,2226.92,0.0,2226.92
TR-000845,2025-12-01,Mieter-U-025-2,Hamburg,V-04,Thomas Weber,Bordshop,1. Klasse (Business),49,46.93,2299.64,0.0,2299.64
TR-000846,2023-01-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,5590.82,7454.43
TR-000847,2023-02-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000848,2023-03-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000849,2023-04-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000850,2023-05-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000851,2023-06-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000852,2023-07-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000853,2023-08-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000854,2023-09-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000855,2023-10-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000856,2023-11-01,Mieter-U-026-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,-5590.82,-3727.21
TR-000857,2023-12-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,5590.82,7454.43
TR-000858,2024-01-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000859,2024-02-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000860,2024-03-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000861,2024-04-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000862,2024-05-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000863,2024-06-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000864,2024-07-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000865,2024-08-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000866,2024-09-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000867,2024-10-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000868,2024-11-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,12.68,1863.61,0.0,1863.61
TR-000869,2024-12-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000870,2025-01-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000871,2025-02-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000872,2025-03-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000873,2025-04-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000874,2025-05-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000875,2025-06-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000876,2025-07-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000877,2025-08-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000878,2025-09-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000879,2025-10-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000880,2025-11-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000881,2025-12-01,Mieter-U-026-2,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),147,13.03,1915.24,0.0,1915.24
TR-000882,2023-04-01,Mieter-U-027-1,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,53339.85,71119.8
TR-000883,2023-05-01,Mieter-U-027-1,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000884,2023-06-01,Mieter-U-027-1,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000885,2023-07-01,Mieter-U-027-1,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000886,2023-08-01,Mieter-U-027-1,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000887,2023-09-01,Mieter-U-027-1,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000888,2023-10-01,Mieter-U-027-1,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000889,2023-11-01,Mieter-U-027-1,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000890,2023-12-01,Mieter-U-027-1,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000891,2024-01-01,Mieter-U-027-1,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,-53339.85,-35559.9
TR-000892,2024-01-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,53339.85,71119.8
TR-000893,2024-02-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000894,2024-03-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000895,2024-04-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000896,2024-05-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000897,2024-06-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000898,2024-07-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000899,2024-08-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000900,2024-09-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000901,2024-10-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000902,2024-11-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000903,2024-12-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.25,17779.95,0.0,17779.95
TR-000904,2025-01-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.77,17966.36,0.0,17966.36
TR-000905,2025-02-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.77,17966.36,0.0,17966.36
TR-000906,2025-03-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.77,17966.36,0.0,17966.36
TR-000907,2025-04-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.77,17966.36,0.0,17966.36
TR-000908,2025-05-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.77,17966.36,0.0,17966.36
TR-000909,2025-06-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.77,17966.36,0.0,17966.36
TR-000910,2025-07-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.77,17966.36,0.0,17966.36
TR-000911,2025-08-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.77,17966.36,0.0,17966.36
TR-000912,2025-09-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.77,17966.36,0.0,17966.36
TR-000913,2025-10-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.77,17966.36,0.0,17966.36
TR-000914,2025-11-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.77,17966.36,0.0,17966.36
TR-000915,2025-12-01,Mieter-U-027-2,Berlin,V-05,Markus Wagner,Bordshop,1. Klasse (Business),361,49.77,17966.36,0.0,17966.36
TR-000916,2023-05-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,4821.31,6428.41
TR-000917,2023-06-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000918,2023-07-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000919,2023-08-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000920,2023-09-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000921,2023-10-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000922,2023-11-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000923,2023-12-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000924,2024-01-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000925,2024-02-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000926,2024-03-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000927,2024-04-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000928,2024-05-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,9.22,1668.77,0.0,1668.77
TR-000929,2024-06-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,9.22,1668.77,0.0,1668.77
TR-000930,2024-07-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,9.22,1668.77,0.0,1668.77
TR-000931,2024-08-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,9.22,1668.77,0.0,1668.77
TR-000932,2024-09-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,9.22,1668.77,0.0,1668.77
TR-000933,2024-10-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,9.22,1668.77,0.0,1668.77
TR-000934,2024-11-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,9.22,1668.77,0.0,1668.77
TR-000935,2024-12-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,9.22,1668.77,0.0,1668.77
TR-000936,2025-01-01,Mieter-U-028-1,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,9.22,1668.77,-4821.31,-3152.54
TR-000937,2025-03-01,Mieter-U-028-2,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,4821.31,6428.41
TR-000938,2025-04-01,Mieter-U-028-2,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000939,2025-05-01,Mieter-U-028-2,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000940,2025-06-01,Mieter-U-028-2,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000941,2025-07-01,Mieter-U-028-2,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000942,2025-08-01,Mieter-U-028-2,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000943,2025-09-01,Mieter-U-028-2,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000944,2025-10-01,Mieter-U-028-2,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000945,2025-11-01,Mieter-U-028-2,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000946,2025-12-01,Mieter-U-028-2,Hamburg,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),181,8.88,1607.1,0.0,1607.1
TR-000947,2023-03-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,26.94,5819.47,17458.41,23277.88
TR-000948,2023-04-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,26.94,5819.47,0.0,5819.47
TR-000949,2023-05-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,26.94,5819.47,0.0,5819.47
TR-000950,2023-06-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,26.94,5819.47,0.0,5819.47
TR-000951,2023-07-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,26.94,5819.47,0.0,5819.47
TR-000952,2023-08-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,26.94,5819.47,0.0,5819.47
TR-000953,2023-09-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,26.94,5819.47,0.0,5819.47
TR-000954,2023-10-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,26.94,5819.47,0.0,5819.47
TR-000955,2023-11-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,26.94,5819.47,0.0,5819.47
TR-000956,2023-12-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,26.94,5819.47,0.0,5819.47
TR-000957,2024-01-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,26.94,5819.47,0.0,5819.47
TR-000958,2024-02-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,26.94,5819.47,0.0,5819.47
TR-000959,2024-03-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,28.14,6078.47,0.0,6078.47
TR-000960,2024-04-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,28.14,6078.47,0.0,6078.47
TR-000961,2024-05-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,28.14,6078.47,0.0,6078.47
TR-000962,2024-06-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,28.14,6078.47,0.0,6078.47
TR-000963,2024-07-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,28.14,6078.47,0.0,6078.47
TR-000964,2024-08-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,28.14,6078.47,0.0,6078.47
TR-000965,2024-09-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,28.14,6078.47,0.0,6078.47
