Transaktions-ID,Datum,Kunden-ID,Kundenstandort,Produkt-ID,Produktname,Produktkategorie,Menge,Preis pro Einheit,Gesamtbetrag
T008551,2023-03-28,Customer-037,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,6,70000,420000
T008552,2023-03-28,Customer-096,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,10,750000,7500000
T008553,2023-03-28,Customer-002,Köln,PROD-002,Kabellose mechanische Tastatur,Elektronik,5,380000,1900000
T008554,2023-03-28,Customer-106,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,5,150000,750000
T008555,2023-03-28,Customer-198,Berlin,PROD-004,Stehpult-Konverter,Möbel,7,500000,3500000
T008556,2023-03-28,Customer-031,München,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,1,250000,250000
T008557,2023-03-28,Customer-106,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,4,220000,880000
T008558,2023-03-28,Customer-106,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,1,250000,250000
T008559,2023-03-28,Customer-096,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,7,150000,1050000
T008560,2023-03-28,Customer-108,München,PROD-010,Webcam 1080p HD,Elektronik,7,85000,595000
T008561,2023-03-28,Customer-106,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,8,750000,6000000
T008562,2023-03-28,Customer-064,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,4,150000,600000
T008563,2023-03-28,Customer-198,Berlin,PROD-007,USB-C Dockingstation,Elektronik,2,220000,440000
T008564,2023-03-28,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,10,85000,850000
T008565,2023-03-28,Customer-226,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,7,70000,490000
T008566,2023-03-28,Customer-098,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T008567,2023-03-28,Customer-020,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,9,500000,4500000
T008568,2023-03-28,Customer-031,München,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T008569,2023-03-28,Customer-053,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,6,220000,1320000
T008570,2023-03-28,Customer-031,München,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T008571,2023-03-28,Customer-106,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,1,1200000,1200000
T008572,2023-03-28,Customer-020,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T008573,2023-03-28,Customer-096,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,9,750000,6750000
T008574,2023-03-28,Customer-226,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,8,70000,560000
T008575,2023-03-28,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,8,380000,3040000
T008576,2023-03-28,Customer-161,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,9,750000,6750000
T008577,2023-03-28,Customer-106,Hamburg,PROD-004,Stehpult-Konverter,Möbel,1,500000,500000
T008578,2023-03-28,Customer-020,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,3,380000,1140000
T008579,2023-03-28,Customer-106,Hamburg,PROD-004,Stehpult-Konverter,Möbel,8,500000,4000000
T008580,2023-03-28,Customer-161,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T008581,2023-03-28,Customer-098,Köln,PROD-010,Webcam 1080p HD,Elektronik,7,85000,595000
T008582,2023-03-28,Customer-098,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T008583,2023-03-28,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,10,250000,2500000
T008584,2023-03-28,Customer-106,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T008585,2023-03-28,Customer-053,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,4,220000,880000
T008586,2023-03-28,Customer-064,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,7,500000,3500000
T008587,2023-03-28,Customer-161,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,3,1200000,3600000
T008588,2023-03-28,Customer-148,Hamburg,PROD-004,Stehpult-Konverter,Möbel,4,500000,2000000
T008589,2023-03-28,Customer-031,München,PROD-003,27-Zoll 4K Monitor,Elektronik,7,1200000,8400000
T008590,2023-03-28,Customer-161,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,10,85000,850000
T008591,2023-03-28,Customer-064,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,10,500000,5000000
T008592,2023-03-28,Customer-053,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,8,70000,560000
T008593,2023-03-28,Customer-096,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,3,25500,76500
T008594,2023-03-28,Customer-148,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,7,25500,178500
T008595,2023-03-28,Customer-216,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,7,250000,1750000
T008596,2023-03-28,Customer-064,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,4,1200000,4800000
T008597,2023-03-28,Customer-148,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,8,380000,3040000
T008598,2023-03-28,Customer-002,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,8,25500,204000
T008599,2023-03-28,Customer-216,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,6,70000,420000
T008600,2023-03-28,Customer-161,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,8,70000,560000
T008601,2023-03-28,Customer-148,Hamburg,PROD-004,Stehpult-Konverter,Möbel,1,500000,500000
T008602,2023-03-28,Customer-037,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,4,380000,1520000
T008603,2023-03-28,Customer-096,Köln,PROD-002,Kabellose mechanische Tastatur,Elektronik,9,380000,3420000
T008604,2023-03-28,Customer-064,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T008605,2023-03-28,Customer-148,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,9,750000,6750000
T008606,2023-03-28,Customer-037,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,5,220000,1100000
T008607,2023-03-28,Customer-098,Köln,PROD-003,27-Zoll 4K Monitor,Elektronik,2,1200000,2400000
T008608,2023-03-28,Customer-198,Berlin,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,10,25500,255000
T008609,2023-03-28,Customer-064,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,7,70000,490000
T008610,2023-03-28,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,2,25500,51000
T008611,2023-03-28,Customer-002,Köln,PROD-002,Kabellose mechanische Tastatur,Elektronik,9,380000,3420000
T008612,2023-03-28,Customer-031,München,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T008613,2023-03-28,Customer-031,München,PROD-003,27-Zoll 4K Monitor,Elektronik,6,1200000,7200000
T008614,2023-03-28,Customer-226,Berlin,PROD-010,Webcam 1080p HD,Elektronik,10,85000,850000
T008615,2023-03-28,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T008616,2023-03-28,Customer-148,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,5,1200000,6000000
T008617,2023-03-28,Customer-096,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,1,250000,250000
T008618,2023-03-28,Customer-053,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,8,70000,560000
T008619,2023-03-28,Customer-053,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,9,220000,1980000
T008620,2023-03-28,Customer-098,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,4,750000,3000000
T008621,2023-03-28,Customer-198,Berlin,PROD-002,Kabellose mechanische Tastatur,Elektronik,1,380000,380000
T008622,2023-03-28,Customer-037,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,7,1200000,8400000
T008623,2023-03-28,Customer-106,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,1,750000,750000
T008624,2023-03-28,Customer-106,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,1,25500,25500
T008625,2023-03-28,Customer-002,Köln,PROD-004,Stehpult-Konverter,Möbel,10,500000,5000000
T008626,2023-03-28,Customer-096,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,1,25500,25500
T008627,2023-03-28,Customer-106,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,5,1200000,6000000
T008628,2023-03-28,Customer-226,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T008629,2023-03-28,Customer-108,München,PROD-004,Stehpult-Konverter,Möbel,5,500000,2500000
T008630,2023-03-28,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T008631,2023-03-28,Customer-031,München,PROD-004,Stehpult-Konverter,Möbel,9,500000,4500000
T008632,2023-03-28,Customer-096,Köln,PROD-010,Webcam 1080p HD,Elektronik,5,85000,425000
T008633,2023-03-28,Customer-198,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,1,70000,70000
T008634,2023-03-28,Customer-106,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T008635,2023-03-28,Customer-108,München,PROD-007,USB-C Dockingstation,Elektronik,2,220000,440000
T008636,2023-03-28,Customer-148,Hamburg,PROD-004,Stehpult-Konverter,Möbel,7,500000,3500000
T008637,2023-03-28,Customer-148,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,6,70000,420000
T008638,2023-03-28,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,10,25500,255000
T008639,2023-03-28,Customer-108,München,PROD-007,USB-C Dockingstation,Elektronik,9,220000,1980000
T008640,2023-03-28,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,7,500000,3500000
T008641,2023-03-28,Customer-064,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,10,250000,2500000
T008642,2023-03-28,Customer-002,Köln,PROD-010,Webcam 1080p HD,Elektronik,7,85000,595000
T008643,2023-03-28,Customer-216,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T008644,2023-03-28,Customer-098,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,7,150000,1050000
T008645,2023-03-28,Customer-096,Köln,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,2,70000,140000
T008646,2023-03-28,Customer-226,Berlin,PROD-010,Webcam 1080p HD,Elektronik,3,85000,255000
T008647,2023-03-28,Customer-216,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,9,380000,3420000
T008648,2023-03-28,Customer-053,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,7,25500,178500
T008649,2023-03-28,Customer-226,Berlin,PROD-004,Stehpult-Konverter,Möbel,8,500000,4000000
T008650,2023-03-28,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,9,85000,765000
T008651,2023-03-28,Customer-031,München,PROD-010,Webcam 1080p HD,Elektronik,1,85000,85000
T008652,2023-03-28,Customer-064,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,9,150000,1350000
T008653,2023-03-28,Customer-020,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,4,1200000,4800000
T008654,2023-03-28,Customer-161,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,9,85000,765000
T008655,2023-03-28,Customer-106,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,9,85000,765000
T008656,2023-03-28,Customer-002,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,4,150000,600000
T008657,2023-03-28,Customer-216,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,5,220000,1100000
T008658,2023-03-28,Customer-216,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,5,25500,127500
T008659,2023-03-28,Customer-148,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,4,220000,880000
T008660,2023-03-28,Customer-108,München,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,4,25500,102000
T008661,2023-03-28,Customer-148,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,9,25500,229500
T008662,2023-03-28,Customer-002,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T008663,2023-03-28,Customer-226,Berlin,PROD-004,Stehpult-Konverter,Möbel,6,500000,3000000
T008664,2023-03-28,Customer-148,Hamburg,PROD-004,Stehpult-Konverter,Möbel,2,500000,1000000
T008665,2023-03-28,Customer-098,Köln,PROD-003,27-Zoll 4K Monitor,Elektronik,6,1200000,7200000
T008666,2023-03-28,Customer-108,München,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,3,70000,210000
T008667,2023-03-28,Customer-106,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,10,220000,2200000
T008668,2023-03-29,Customer-098,Köln,PROD-004,Stehpult-Konverter,Möbel,2,500000,1000000
T008669,2023-03-29,Customer-064,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,10,250000,2500000
T008670,2023-03-29,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,8,250000,2000000
T008671,2023-03-29,Customer-148,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,6,150000,900000
T008672,2023-03-29,Customer-198,Berlin,PROD-004,Stehpult-Konverter,Möbel,2,500000,1000000
T008673,2023-03-29,Customer-031,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T008674,2023-03-29,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T008675,2023-03-29,Customer-198,Berlin,PROD-002,Kabellose mechanische Tastatur,Elektronik,1,380000,380000
T008676,2023-03-29,Customer-096,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,5,250000,1250000
T008677,2023-03-29,Customer-064,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,5,500000,2500000
T008678,2023-03-29,Customer-108,München,PROD-005,Verstellbarer Monitorarm,Möbel,4,150000,600000
T008679,2023-03-29,Customer-216,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,3,1200000,3600000
T008680,2023-03-29,Customer-096,Köln,PROD-002,Kabellose mechanische Tastatur,Elektronik,1,380000,380000
T008681,2023-03-29,Customer-106,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T008682,2023-03-29,Customer-064,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,1,85000,85000
T008683,2023-03-29,Customer-053,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,6,250000,1500000
T008684,2023-03-29,Customer-106,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,4,150000,600000
T008685,2023-03-29,Customer-098,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,10,150000,1500000
T008686,2023-03-29,Customer-106,Hamburg,PROD-004,Stehpult-Konverter,Möbel,9,500000,4500000
T008687,2023-03-29,Customer-053,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,7,250000,1750000
T008688,2023-03-29,Customer-108,München,PROD-010,Webcam 1080p HD,Elektronik,1,85000,85000
T008689,2023-03-29,Customer-106,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,8,85000,680000
T008690,2023-03-29,Customer-053,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,3,85000,255000
T008691,2023-03-29,Customer-216,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,2,750000,1500000
T008692,2023-03-29,Customer-020,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T008693,2023-03-29,Customer-226,Berlin,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,2,25500,51000
T008694,2023-03-29,Customer-098,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,3,750000,2250000
T008695,2023-03-29,Customer-020,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,8,500000,4000000
T008696,2023-03-29,Customer-226,Berlin,PROD-007,USB-C Dockingstation,Elektronik,2,220000,440000
T008697,2023-03-29,Customer-002,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,8,150000,1200000
T008698,2023-03-29,Customer-053,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,9,150000,1350000
T008699,2023-03-29,Customer-002,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,6,250000,1500000
T008700,2023-03-29,Customer-148,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,3,85000,255000
T008701,2023-03-29,Customer-031,München,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T008702,2023-03-29,Customer-002,Köln,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,2,70000,140000
T008703,2023-03-29,Customer-002,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,2,25500,51000
T008704,2023-03-29,Customer-106,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,10,220000,2200000
T008705,2023-03-29,Customer-106,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,6,85000,510000
T008706,2023-03-29,Customer-148,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,1,150000,150000
T008707,2023-03-29,Customer-198,Berlin,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,8,250000,2000000
T008708,2023-03-29,Customer-020,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,7,25500,178500
T008709,2023-03-29,Customer-037,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,8,750000,6000000
T008710,2023-03-29,Customer-002,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,7,150000,1050000
T008711,2023-03-29,Customer-216,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,1,70000,70000
T008712,2023-03-29,Customer-098,Köln,PROD-002,Kabellose mechanische Tastatur,Elektronik,5,380000,1900000
T008713,2023-03-29,Customer-053,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,10,85000,850000
T008714,2023-03-29,Customer-020,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,4,500000,2000000
T008715,2023-03-29,Customer-064,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,2,25500,51000
T008716,2023-03-29,Customer-037,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T008717,2023-03-29,Customer-031,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,3,750000,2250000
T008718,2023-03-29,Customer-108,München,PROD-003,27-Zoll 4K Monitor,Elektronik,6,1200000,7200000
T008719,2023-03-29,Customer-096,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,3,25500,76500
T008720,2023-03-29,Customer-216,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,9,150000,1350000
T008721,2023-03-29,Customer-106,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,1,70000,70000
T008722,2023-03-29,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,8,250000,2000000
T008723,2023-03-29,Customer-148,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,8,25500,204000
T008724,2023-03-29,Customer-098,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,5,250000,1250000
T008725,2023-03-29,Customer-031,München,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,6,25500,153000
T008726,2023-03-29,Customer-031,München,PROD-007,USB-C Dockingstation,Elektronik,9,220000,1980000
T008727,2023-03-29,Customer-098,Köln,PROD-010,Webcam 1080p HD,Elektronik,6,85000,510000
T008728,2023-03-29,Customer-198,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,4,750000,3000000
T008729,2023-03-29,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,8,85000,680000
T008730,2023-03-29,Customer-096,Köln,PROD-007,USB-C Dockingstation,Elektronik,8,220000,1760000
T008731,2023-03-29,Customer-148,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,9,220000,1980000
T008732,2023-03-29,Customer-148,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,10,1200000,12000000
T008733,2023-03-29,Customer-161,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T008734,2023-03-29,Customer-064,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,5,1200000,6000000
T008735,2023-03-29,Customer-031,München,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,7,70000,490000
T008736,2023-03-29,Customer-096,Köln,PROD-010,Webcam 1080p HD,Elektronik,9,85000,765000
T008737,2023-03-29,Customer-031,München,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,5,70000,350000
T008738,2023-03-29,Customer-198,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,3,70000,210000
T008739,2023-03-29,Customer-148,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,8,380000,3040000
T008740,2023-03-29,Customer-002,Köln,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T008741,2023-03-29,Customer-096,Köln,PROD-007,USB-C Dockingstation,Elektronik,2,220000,440000
T008742,2023-03-29,Customer-148,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T008743,2023-03-29,Customer-226,Berlin,PROD-002,Kabellose mechanische Tastatur,Elektronik,4,380000,1520000
T008744,2023-03-29,Customer-148,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,1,1200000,1200000
T008745,2023-03-29,Customer-031,München,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T008746,2023-03-29,Customer-031,München,PROD-002,Kabellose mechanische Tastatur,Elektronik,1,380000,380000
T008747,2023-03-29,Customer-216,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,5,70000,350000
T008748,2023-03-29,Customer-108,München,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,10,25500,255000
T008749,2023-03-29,Customer-096,Köln,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T008750,2023-03-29,Customer-064,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,1,500000,500000
T008751,2023-03-29,Customer-098,Köln,PROD-004,Stehpult-Konverter,Möbel,2,500000,1000000
T008752,2023-03-29,Customer-161,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,8,70000,560000
T008753,2023-03-29,Customer-020,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,10,85000,850000
T008754,2023-03-29,Customer-161,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T008755,2023-03-29,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,2,250000,500000
T008756,2023-03-29,Customer-002,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,4,750000,3000000
T008757,2023-03-29,Customer-031,München,PROD-007,USB-C Dockingstation,Elektronik,6,220000,1320000
T008758,2023-03-29,Customer-096,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,9,750000,6750000
T008759,2023-03-29,Customer-096,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T008760,2023-03-29,Customer-053,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,9,380000,3420000
T008761,2023-03-29,Customer-106,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,6,85000,510000
T008762,2023-03-29,Customer-226,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,10,150000,1500000
T008763,2023-03-29,Customer-053,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T008764,2023-03-29,Customer-148,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,9,220000,1980000
T008765,2023-03-29,Customer-037,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,8,220000,1760000
T008766,2023-03-29,Customer-002,Köln,PROD-003,27-Zoll 4K Monitor,Elektronik,3,1200000,3600000
T008767,2023-03-29,Customer-198,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T008768,2023-03-29,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,8,250000,2000000
T008769,2023-03-29,Customer-198,Berlin,PROD-003,27-Zoll 4K Monitor,Elektronik,3,1200000,3600000
T008770,2023-03-29,Customer-108,München,PROD-004,Stehpult-Konverter,Möbel,4,500000,2000000
T008771,2023-03-29,Customer-053,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,5,85000,425000
T008772,2023-03-29,Customer-002,Köln,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,7,70000,490000
T008773,2023-03-29,Customer-106,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,1,250000,250000
T008774,2023-03-29,Customer-053,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,2,1200000,2400000
T008775,2023-03-29,Customer-216,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,3,750000,2250000
T008776,2023-03-29,Customer-161,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,4,380000,1520000
T008777,2023-03-29,Customer-148,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,1,150000,150000
T008778,2023-03-29,Customer-037,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,8,220000,1760000
T008779,2023-03-29,Customer-148,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T008780,2023-03-29,Customer-031,München,PROD-003,27-Zoll 4K Monitor,Elektronik,2,1200000,2400000
T008781,2023-03-29,Customer-002,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,2,750000,1500000
T008782,2023-03-29,Customer-161,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,5,250000,1250000
T008783,2023-03-29,Customer-031,München,PROD-005,Verstellbarer Monitorarm,Möbel,5,150000,750000
T008784,2023-03-29,Customer-106,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T008785,2023-03-29,Customer-216,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,8,500000,4000000
T008786,2023-03-29,Customer-098,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,2,750000,1500000
T008787,2023-03-29,Customer-148,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T008788,2023-03-29,Customer-198,Berlin,PROD-007,USB-C Dockingstation,Elektronik,8,220000,1760000
T008789,2023-03-29,Customer-226,Berlin,PROD-010,Webcam 1080p HD,Elektronik,7,85000,595000
T008790,2023-03-29,Customer-148,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,3,220000,660000
T008791,2023-03-29,Customer-037,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T008792,2023-03-29,Customer-020,Frankfurt,PROD-007,USB-C Dockingstation,Elektronik,5,220000,1100000
